concept_id	search_id	label
HP_0034585	[0, 4, 3, 7, 6, 3]	Cochlear nerve hypoplasia
HP_0034586	[1, 8, 5, 0, 1]	Glutathionuria
HP_0034587	[0, 5, 9, 8, 1]	Nevus psiloliparus
HP_0034588	[0, 5, 5, 2, 4]	Crypt hyperplasia
HP_0034589	[1, 3, 7, 1, 4]	Increased circulating dehydroepiandrosterone-sulfate concentration
HP_0034590	[1, 1, 1, 0, 1]	Abnormal circulating thyroxine-binding globulin concentration
HP_0034591	[1, 1, 1, 0, 0, 1]	Decreased circulating thyroxine-binding globulin concentration
HP_0034592	[1, 3, 2, 4, 3]	Elevated circulating beta-aminoisobutyric acid concentration
HP_0034593	[1, 3, 0, 4, 4]	Elevated circulating dihydrouracil concentration
HP_0034594	[1, 3, 0, 4, 5]	Elevated circulating dihydrothymine concentration
HP_0034595	[1, 7, 3, 3, 4]	Elevated circulating N-carbamoyl-beta-alanine concentration
HP_0034596	[1, 3, 1, 4, 0]	Elevated ciculating 5-hydroxymethyluracil concentration
HP_0034597	[1, 0, 5, 3, 2]	Decreased CSF creatinine concentration
HP_0034598	[1, 7, 4, 5, 7]	Elevated urinary creatine level
HP_0034599	[1, 1, 4, 1, 0]	Decreased circulating biotin concentration
HP_0034600	[1, 2, 4, 5, 4]	Elevated circulating thrombopoietin concentration
HP_0034601	[1, 6, 1, 1, 5]	Decreased circulating C1q concentration
HP_0034602	[1, 8, 7, 3, 2]	Decreased circulating apolipoprotein A-II concentration
HP_0034603	[1, 4, 7, 7, 0]	Elevated circulating CA19-9 concentration
HP_0034604	[1, 0, 1, 9, 0]	Elevated circulating DOPA concentration
HP_0034605	[1, 0, 7, 4, 2]	Elevated CSF DOPA concentration
HP_0034606	[1, 8, 0, 2, 3]	Elevated circulating porphyrin concentration
HP_0034607	[1, 1, 7, 7, 4]	Decreased circulating 17-hydroxyprogesterone concentration
HP_0034608	[1, 1, 1, 0, 6]	Decreased circulating transcobalamin II concentration
HP_0034609	[0, 3, 1, 8, 3]	Polychromasia
HP_0034610	[1, 0, 6, 1, 3]	Decreased circulating myo-inositol concentration
HP_0034611	[1, 3, 1, 4, 1]	Elevated circulating arabinitol concentration
HP_0034612	[1, 3, 1, 1, 5]	Elevated urine arabitol level
HP_0034613	[1, 3, 6, 3, 1]	Elevated urine erythritol level
HP_0034614	[1, 3, 1, 4, 2]	Elevated circulating erythritol concentration
HP_0034615	[1, 8, 1, 7, 2]	Reduced circulating matrix metalloproteinase 2 concentration
HP_0034616	[1, 7, 8, 6, 4]	Abnormal circulating coenzyme concentration
HP_0034617	[1, 8, 6, 5, 1]	Elevated circulating S-adenosyl methionine concentration
HP_0034618	[1, 1, 1, 6, 2, 1]	Abnormal circulating membrane cofactor protein concentration
HP_0034619	[1, 8, 1, 7, 3]	Decreased circulating membrane cofactor protein concentration
HP_0034620	[1, 4, 1, 0]	Elevated circulating membrane cofactor protein concentration
HP_0034621	[0, 7, 2, 5, 3, 1]	Hepatic xanthomatosis
HP_0034622	[0, 5, 6, 7, 5]	Adrenal xanthomatosis
HP_0034623	[0, 7, 2, 4, 2, 0]	Splenic xanthomatosis
HP_0034624	[0, 4, 2, 6, 4]	Spinal cord xanthomatosis
HP_0034625	[0, 3, 4, 0, 1, 1]	Brain xanthomatosis
HP_0034626	[0, 6, 7, 0, 6]	Pulmonary xanthomatosis
HP_0034627	[0, 6, 7, 0, 7]	Bone marrow xanthomatosis
HP_0034628	[0, 7, 8, 2, 1]	Lymph node xanthomatosis
HP_0034629	[0, 3, 8, 7, 6, 1]	Xanthoma of bone
HP_0034633	[1, 8, 6, 0, 2]	Reduced muscle enolase activity
HP_0034635	[0, 9, 5, 0, 1, 1]	Muscle fiber granulofilamentous inclusion bodies
HP_0034636	[0, 9, 8, 5, 4]	Bone marrow myeloid vacuolization
HP_0034637	[0, 4, 0, 5, 7, 1]	Pulmonary cylindroma
HP_0034638	[0, 7, 7, 6, 3, 4]	Colonic fibrinopurulent exudate
HP_0034639	[7, 6, 1, 4, 0]	Bloodstream microfilaria
HP_0034640	[0, 5, 3, 7, 7, 2]	Skin infectious agent
HP_0034641	[3, 5, 6, 3, 2]	Dermal microfilaria
HP_0034642	[0, 5, 5, 4, 2, 0]	Dermal papillary IgA deposition
HP_0034643	[0, 5, 3, 8, 2, 3]	Dermal immune complex deposition
HP_0034644	[1, 7, 2, 5, 3, 0]	Abnormal liver metabolite concentration
HP_0034645	[0, 6, 7, 3, 3, 2]	Hepatic polyglucosan accumulation
HP_0034646	[0, 1, 2, 6, 9]	Urinary bladder neurofibroma
HP_0034647	[0, 4, 2, 9, 2, 1]	Synovial granuloma
HP_0034648	[1, 3, 4, 6, 1]	Elevated urine fumaric acid level
HP_0034649	[1, 3, 2, 3, 4]	Elevated urine N-acetylaspartic acid level
HP_0034650	[1, 3, 1, 5, 6]	Elevated urine suberylglycine level
HP_0034651	[1, 3, 9, 3, 0]	Elevated urine phenylpropionylglycine level
HP_0034652	[1, 4, 7, 2, 3]	Elevated urine octenedioic acid level
HP_0034653	[1, 8, 4, 3, 3]	Monocarboxylic aciduria
HP_0034654	[1, 3, 7, 9, 3]	Elevated urine octanoic acid level
HP_0034655	[1, 3, 6, 5, 0]	Elevated urine glutaconic acid level
HP_0034656	[1, 8, 4, 3, 1, 0]	Elevated urine 3-hydroxyglutaric level
HP_0034657	[1, 3, 4, 0, 3]	Elevated urine malonic acid level
HP_0034658	[1, 3, 4, 1, 1]	Elevated urine propionylglycine level
HP_0034659	[1, 3, 4, 4, 0, 0]	Elevated urine tiglylglycine level
HP_0034660	[1, 3, 6, 5, 1]	Elevated urine 2-methylacetoacetic acid level
HP_0034661	[1, 8, 5, 2, 2]	Elevated urine 3-hydroxypropionic acid level
HP_0034662	[1, 3, 6, 8, 3]	Elevated urine 2-methylcitric acid level
HP_0034663	[1, 3, 4, 8, 4]	Elevated urine 4-hydroxyisovaleric acid level
HP_0034664	[1, 3, 4, 8, 5]	Elevated urine 2-hydroxy-3-methylvaleric acid level
HP_0034665	[0, 3, 6, 0, 7, 3]	Shoulder contracture
HP_0034666	[0, 0, 6, 5, 7, 5]	Shoulder extension contracture
HP_0034667	[3, 8, 4, 3, 7]	Thumb extension contracture
HP_0034668	[0, 2, 1, 7, 1, 1]	Tongue myxoma
HP_0034669	[3, 2, 7, 6, 1]	Abnormal knee morphology
HP_0034670	[3, 2, 8, 2, 4]	Abnormal knee physiology
HP_0034671	[3, 2, 1, 2, 4]	Knee contracture
HP_0034672	[3, 8, 4, 8, 3, 0]	Knee extension contracture
HP_0034673	[3, 8, 6, 0, 4]	Abnormal ankle morphology
HP_0034674	[3, 8, 6, 3, 5]	Abnormal ankle physiology
HP_0034675	[3, 8, 2, 4, 5]	Toe joint contracture
HP_0034676	[3, 8, 4, 8, 3, 1]	Extension contracture of toe
HP_0034677	[3, 8, 2, 0, 4]	Ankle contracture
HP_0034678	[3, 8, 6, 5, 4]	Forefoot pronation contracture
HP_0034679	[3, 8, 2, 4, 6]	Forefoot supination contracture
HP_0034680	[3, 8, 6, 5, 5]	Forefoot adduction contracture
HP_0034681	[3, 8, 4, 5, 1]	Finger joint contracture
HP_0034682	[3, 8, 4, 3, 8]	Extension contracture of finger
HP_0034683	[1, 8, 7, 0, 2]	Reduced muscle telethonin level
HP_0034684	[1, 7, 2, 3, 5]	Abnormal enzyme concentration or activity
HP_0034685	[1, 7, 2, 5, 1, 1]	Abnormal liver enzyme activity or concentration
HP_0034686	[1, 8, 5, 6, 1]	Reduced hepatic urocanase activity
HP_0034687	[1, 8, 6, 7, 2]	Impaired cerebroside sulfate hydrolysis
HP_0034688	[1, 8, 4, 3, 4, 0]	Reduced peroxisomal glutaryl-CoA oxidase activity
HP_0034689	[1, 6, 1, 0, 5]	Reduced sterol 27-hydroxylase activity
HP_0034690	[1, 8, 4, 0, 4]	Reduced short-chain acyl-CoA dehydrogenase activity
HP_0034691	[1, 8, 4, 1, 5, 0]	Reduced 3-phosphoglycerate dehydrogenase activity
HP_0034692	[0, 9, 4, 1, 4]	Elongated mitochondria
HP_0034693	[1, 8, 6, 5, 2]	Reduced hepatic methionine adenosyltransferase activity
HP_0034694	[0, 4, 3, 0, 8, 1]	Substantia nigra dopaminergic neuron loss
HP_0034696	[0, 4, 2, 9, 5, 1]	Intramuscular lipoma
HP_0034697	[0, 5, 8, 4, 7]	Cutaneous telangiectasia
HP_0034698	[1, 1, 7, 0, 5]	Abnormal aromatase activity
HP_0034699	[1, 4, 7, 0, 1]	Elevated aromatase activity
HP_0034700	[1, 1, 7, 9, 4]	Reduced aromatase activity
HP_0034701	[0, 1, 8, 7, 4, 1]	Corneal amyloidosis
HP_0034702	[0, 5, 5, 0, 3, 1]	Abnormal keratinocyte morphology
HP_0034703	[0, 5, 5, 4, 6, 2]	Keratinocyte vacuolization
HP_0034704	[0, 7, 4, 0, 2, 0]	Parotid gland adenocarcinoma
HP_0034705	[0, 3, 5, 2, 1]	Pulmonary vasculitis
HP_0034706	[1, 8, 2, 8, 0]	Reduced hepatic D-glycerate kinase activity
HP_0034707	[0, 9, 8, 5, 5]	Lymph-node hemophagocytosis
HP_0034708	[3, 4, 1, 5, 4]	Superior pubic ramus hypoplasia
HP_0034709	[0, 2, 3, 1, 5, 0]	Uterine adenofibroma
HP_0034710	[0, 6, 7, 3, 5, 1]	Pulmonary hamartoma
HP_0034711	[0, 4, 4, 1, 2, 1]	Peripheral axonal distension
HP_0034712	[1, 8, 6, 7, 3]	Decreased circulating alpha-mannosidase activity
HP_0034713	[1, 2, 6, 2, 3]	Abnormal hepatocyte morphology
HP_0034714	[0, 1, 6, 1, 5]	Hepatic melanin-like lysosomal pigmentation
HP_0034715	[1, 1, 1, 3, 4, 0]	Reduced uroporphyrinogen decarboxylase activity
HP_0034716	[1, 8, 5, 4, 1]	Reduced heme oxygenase activity
HP_0034717	[0, 4, 4, 7, 7]	Swollen achromatic neurons in the cerebral cortex
HP_0034718	[1, 2, 6, 4, 1]	Vacuolated hepatocytes
HP_0034719	[0, 3, 3, 6, 4]	Lack of oocyte pronucleus formation
HP_0034720	[0, 5, 5, 5, 0, 1]	Self-healing squamous epithelioma
HP_0034721	[1, 3, 7, 2, 2]	Elevated circulating pristanic acid concentration
HP_0034722	[0, 9, 4, 0, 3]	Sarcoplasmic bodies
HP_0034723	[1, 0, 7, 2, 3]	Elevated CSF hydroxyproline concentration
HP_0034724	[1, 0, 6, 4, 3]	Reduced CSF cystine concentration
HP_0034725	[1, 0, 0, 4, 4]	Abnormal circulating beta-mannosidase activity
HP_0034726	[1, 3, 3, 5, 5]	Elevated circulating beta-mannosidase activity
HP_0034727	[1, 8, 6, 7, 4]	Reduced circulating alpha-L-fucosidase activity
HP_0034728	[1, 7, 3, 0, 2]	Abnormal circulating alpha-L-fucosidase activity
HP_0034729	[1, 7, 3, 0, 3]	Elevated circulating alpha-L-fucosidase activity
HP_0034730	[1, 8, 6, 5, 3]	Elevated circulating S-adenosyl-L-homocysteine concentration
HP_0034731	[1, 1, 3, 4, 7]	Elevated circulating S-adenosyl-L-methionine concentration
HP_0034732	[0, 0, 6, 2, 4, 3]	Exercise-triggered malignant hyperthermia
HP_0034733	[0, 0, 6, 3, 5, 6]	Anesthesic-triggered malignant hyperthermia
HP_0034734	[1, 3, 2, 8, 2]	Elevated CSF argininosuccinic acid concentration
HP_0034735	[1, 0, 7, 4, 3]	Elevated CSF aspartylglucosamine concentration
HP_0034736	[1, 3, 6, 1, 2]	Elevated circulating alpha-oxoadipic acid concentration
HP_0034737	[1, 7, 2, 0, 5]	Abnormal erythrocyte metabolite concentration
HP_0034738	[1, 3, 6, 6, 5]	Reduced erythrocyte glutathione concentration
HP_0034739	[1, 3, 7, 4, 1]	Elevated CSF sarcosine concentration
HP_0034740	[1, 0, 1, 5, 1]	Reduced CSF methionine concentration
HP_0034741	[1, 3, 0, 7, 2]	Elevated circulating homoarginine concentration
HP_0034742	[1, 3, 4, 6, 2]	Elevated urinary formiminoglutamic acid level
HP_0034743	[1, 0, 7, 1, 2]	Elevated CSF proline concentration
HP_0034744	[1, 3, 6, 0, 1]	Elevated urinary S-sulfocysteine level
HP_0034745	[1, 3, 7, 6, 3]	Elevated circulating S-sulfocysteine concentration
HP_0034746	[1, 1, 3, 2, 7]	Sertoli cell hyperplasia
HP_0034747	[7, 0, 5, 1]	CSF infectious agent
HP_0034748	[7, 0, 5, 2]	CSF mycobacteria
HP_0034749	[7, 6, 1, 6, 1]	Fungal bloodstream infection
HP_0034750	[0, 6, 6, 7, 5, 1]	Supraclavicular lymphadenopathy
HP_0034751	[0, 6, 6, 7, 3, 1]	Inguinal lymphadenopathy
HP_0034752	[0, 5, 4, 6, 1, 1]	Axillary lymphadenopathy
HP_0034753	[0, 8, 8, 1, 4]	Positive Murphy sign
HP_0034754	[0, 7, 7, 1, 2, 3]	Bilious emesis
HP_0034760	[1, 8, 1, 5, 2]	Reduced epidermal extracellular matrix protein 1 protein expression
HP_0034761	[0, 7, 7, 8, 4, 2]	Neurofibroma by anatomical location
HP_0034762	[0, 2, 1, 4, 8]	Tongue neurofibroma
HP_0034763	[0, 6, 6, 8, 5, 0]	Cardiac neurofibroma
HP_0034764	[0, 6, 6, 8, 5, 1]	Gastric neurofibroma
HP_0034765	[0, 6, 6, 8, 5, 2]	Renal neurofibroma
HP_0034766	[0, 9, 5, 6, 4]	Muscle fiber polyglucosan inclusion bodies
HP_0034767	[0, 2, 7, 5, 4, 2]	Abnormal rete ridge morphology
HP_0034768	[0, 5, 4, 4, 7]	Rete ridge elongation
HP_0034769	[0, 6, 7, 0, 8]	Pulmonary Langerhans cell histiocytosis
HP_0034770	[3, 3, 8, 7, 2]	Lumbar hypolordosis
HP_0034771	[0, 8, 8, 1, 5]	Battle sign
HP_0034772	[0, 2, 2, 7, 5, 4]	Decreased skull base length
HP_0034773	[0, 1, 2, 0, 7, 2]	Oscillopsia
HP_0034774	[0, 1, 3, 3, 7]	Decreased blink rate
HP_0034775	[0, 1, 1, 8, 6]	Abnormal blink rate
HP_0034776	[0, 0, 9, 0, 7]	Elevated blink rate
HP_0034777	[0, 6, 1, 2, 6]	Purulent sputum
HP_0034781	[0, 0, 7, 6, 5, 3]	Purulent parotid gland drainage
HP_0034782	[0, 0, 6, 7, 5, 4]	Obstipation
HP_0034783	[0, 0, 4, 0, 4, 1]	Posttussive emesis
HP_0034784	[0, 3, 5, 6, 0]	Vasculitis by anatomical site
HP_0034785	[0, 3, 5, 4, 0]	Vasculitis by histology
HP_0034786	[0, 3, 5, 8, 2]	Leukocytoclastic vasculitis
HP_0034787	[0, 7, 2, 2, 4]	Accumulation of lipid droplets in small-bowel enterocytes
HP_0034788	[0, 6, 6, 4, 7, 2]	Pericardial friction rub
HP_0034789	[0, 5, 3, 8, 6, 4]	Muscular vasculitis
HP_0034790	[0, 0, 0, 2, 4]	Abnormal muscle succinate dehydrogenase staining
HP_0034791	[1, 7, 3, 4, 4]	Increased muscle succinate dehydrogenase staining
HP_0034792	[1, 8, 2, 1, 7, 0]	Decreased muscle succinate dehydrogenase staining
HP_0034793	[0, 7, 2, 1, 4]	Small intestinal hamartoma
HP_0034794	[0, 7, 7, 3, 5, 1]	Pyriform sperm head
HP_0034795	[0, 3, 3, 0, 7]	Excess residual spermatozoal cytoplasm
HP_0034796	[0, 1, 2, 8, 2, 2]	Cardiomyocyte hyaline bodies
HP_0034797	[0, 3, 4, 3, 0, 3]	Hepatic hemophagocytosis
HP_0034798	[1, 2, 7, 7, 3]	CSF hemophagocytosis
HP_0034799	[0, 7, 2, 4, 2, 1]	Splenic hemophagocytosis
HP_0034800	[0, 5, 3, 7, 3, 5]	Urinary bladder granulomatosis
HP_0034801	[0, 5, 3, 7, 4, 2]	Epidermal necrosis
HP_0034803	[0, 9, 8, 3, 5]	Hemolacria
HP_0034804	[0, 7, 6, 2, 6, 1]	Corneal foreign body sensation
HP_0034805	[3, 2, 6, 7, 1]	Buttock pain
HP_0034806	[0, 7, 6, 2, 1]	Vaginal foreign body sensation
HP_0034807	[0, 0, 1, 2, 1]	Paroxysmal nocturnal dyspnea
HP_0034808	[0, 1, 2, 0, 3, 2]	Eyelid pain
HP_0034809	[0, 7, 0, 0, 7, 2]	Abnormal sperm physiology
HP_0034810	[0, 3, 3, 6, 5]	Small acrosomal area
HP_0034811	[0, 3, 3, 4, 0]	Bent sperm flagella
HP_0034812	[0, 7, 0, 4, 2, 2]	Spermiation failure
HP_0034813	[0, 7, 1, 1, 4]	Hypospermatogenesis
HP_0034814	[0, 1, 8, 1, 4]	Conjunctival membrane
HP_0034815	[0, 7, 0, 6, 3, 1]	Extreme oligozoospermia
HP_0034816	[3, 8, 3, 3, 9]	Mild oligozoospermia
HP_0034817	[0, 3, 3, 4, 1, 1]	Moderate oligozoospermia
HP_0034818	[0, 7, 1, 1, 5]	Severe oligozoospermia
HP_0034819	[0, 1, 5, 9, 8]	Iris nodule
HP_0034820	[0, 5, 2, 3, 1, 1]	Koeppe nodules
HP_0034821	[0, 9, 8, 6, 2]	Bussaca nodules
HP_0034822	[1, 0, 0, 5, 2]	Abnormal CSF ion concentration
HP_0034823	[1, 0, 6, 4, 4]	Decreased CSF copper concentration
HP_0034824	[0, 6, 6, 5, 1, 2]	Diffuse pulmonary lymphoid hyperplasia
HP_0034828	[1, 8, 1, 3, 3]	Reduced muscle laminin alpha-2 chain staining
HP_0034829	[1, 1, 6, 9, 7]	Adrenal cortical sclerosis
HP_0034830	[1, 8, 2, 8, 1]	Reduced hepatic fructose-1,6-phosphate aldolase activity
HP_0034831	[0, 7, 5, 4, 5]	Pancreatic hamartoma
HP_0034832	[0, 7, 2, 5, 4, 0]	Liver angiomyolipoma
HP_0034833	[0, 7, 2, 5, 4, 1]	Cardiac lipoma
HP_0034834	[0, 9, 5, 6, 5, 0]	Peripheral nerve polyglucosan inclusion bodies
HP_0034835	[0, 9, 5, 3, 6]	Cardiac polyglucosan accumulation
HP_0034836	[0, 4, 5, 6, 8]	Cystic nephroma
HP_0034837	[0, 9, 4, 2, 1]	Absent dermal elastic fibers
HP_0034838	[0, 4, 3, 2, 5, 3]	Cleavage at junction of stratum corneum and stratum granulosum
HP_0034839	[1, 4, 7, 4, 1]	Lymphoid hyperplasia
HP_0034840	[0, 9, 1, 3, 3]	Absence of epidermal lamellar bodies
HP_0034841	[0, 7, 7, 8, 8, 1]	Gastrointestinal granulomatosis
HP_0034842	[0, 2, 4, 2, 4, 4]	Enlarged sperm head vacuole
HP_0034843	[0, 5, 1, 5, 3]	Ureteral hamartoma
HP_0034858	[1, 2, 3, 1, 3]	Abnormal leukocyte enzyme concentration or activity
HP_0034859	[1, 8, 6, 3, 5]	Reduced tissue beta-glucuronidase activity
HP_0034860	[1, 8, 1, 4, 6]	Reduced leukocyte alpha-L-fucosidase activity
HP_0034861	[1, 8, 6, 3, 0, 1]	Reduced leukocyte arylsulfatase B activity
HP_0034862	[1, 1, 2, 4, 1]	Reduced leukocyte steroid sulfatase activity
HP_0034863	[1, 0, 6, 1, 4]	Reduced leukocyte arylsulfatase A activity
HP_0034864	[1, 3, 9, 9, 0]	Decreased alpha-galactosidase A activity
HP_0034865	[7, 7, 2, 2]	Positive fecal parasite test
HP_0034866	[1, 7, 0, 2, 1]	Positive stool infectious agent test
HP_0034867	[0, 7, 7, 0, 0, 4]	Positive stool giardia antigen
HP_0034868	[7, 4, 2, 4]	Entamoeba histolytica antibody positive in stool
HP_0034869	[1, 1, 1, 5, 5]	Reduced erythrocyte free porphyrin concentration
HP_0034870	[1, 1, 1, 3, 4, 1]	Reduced circulating urocanic acid concentration
HP_0034871	[1, 0, 1, 6, 0]	Decreased urinary epinephrine level
HP_0034872	[1, 0, 1, 1, 1]	Decreased CSF epinephrine concentration
HP_0034873	[1, 0, 1, 1, 2]	Decreased circulating epinephrine concentration
HP_0034874	[1, 0, 1, 1, 3]	Decreased circulating norepinephrine concentration
HP_0034875	[1, 0, 1, 6, 1]	Decreased urinary norepinephrine level
HP_0034876	[1, 0, 1, 6, 2]	Decreased urinary metaepinephrine level
HP_0034877	[1, 0, 1, 5, 2]	Decreased CSF metanephrine concentration
HP_0034878	[1, 0, 1, 6, 3]	Decreased circulating metanephrine concentration
HP_0034879	[0, 7, 6, 0, 4]	Ovarian mass
HP_0034880	[1, 1, 2, 6, 2]	Adrenal mass
HP_0034881	[0, 3, 6, 4, 6, 1]	Uterine mass
HP_0034882	[0, 4, 5, 5, 2, 1]	Prostatic calculus
HP_0034883	[0, 3, 7, 4, 5]	Decreased portal vein velocity
HP_0034884	[0, 7, 4, 3, 6]	Uterine cervix mass
HP_0034885	[1, 7, 3, 6, 1]	Abnormal urinary uromodulin level
HP_0034886	[1, 8, 5, 6, 2]	Decreased urinary uromodulin level
HP_0034887	[1, 3, 4, 0, 4]	Increased urine phenylacetylglutamine level
HP_0034888	[1, 8, 3, 1, 2]	Decreased urine guanidinoacetic acid level
HP_0034889	[7, 6, 3, 0]	Positive urine infectious agent nucleic acid test
HP_0034890	[7, 6, 4, 0]	Positive CMV urine nucleic acid test
HP_0034891	[7, 6, 6, 6, 0]	Positive Neisseria gonorrhoeae urine nucleic acid test
HP_0034892	[7, 6, 4, 1]	Positive enterovirus urine nucleic acid test
HP_0034893	[1, 0, 8, 6, 0]	Elevated brain glycine level by MRS
HP_0034894	[1, 7, 4, 5, 8]	Elevated brain polyol compounds by MRS
HP_0034895	[1, 0, 8, 6, 1]	Elevated brain gamma-aminobutyric acid by MRS
HP_0034897	[1, 7, 5, 8, 1, 1]	Decreased circulating antidiuretic hormone concentration
HP_0034898	[1, 1, 0, 3, 2]	Elevated circulating growth hormone-releasing hormone concentration
HP_0034899	[1, 5, 2, 1]	Abnormal amniotic fluid protein concentration
HP_0034900	[1, 5, 2, 2]	Decreased amniotic fluid alpha-fetoprotein concentration
HP_0034901	[1, 8, 0, 3, 4]	Increased circulating vitamin E concentration
HP_0034902	[1, 7, 8, 3, 6]	Abnormal circulating calcitonin concentration
HP_0034903	[1, 9, 4, 6]	Decreased circulating calcitonin concentration
HP_0034904	[1, 1, 0, 3, 3]	Decreased circulating thyrotropin releasing hormone concentration
HP_0034905	[1, 3, 1, 3, 2]	Elevated circulating uroporphyrin concentration
HP_0034906	[1, 3, 8, 5, 1, 1]	Increased urine pentacarboxylporphyrin level
HP_0034907	[1, 3, 9, 8, 2]	Increased urine hexacarboxylporphyrin level
HP_0034908	[1, 1, 6, 7, 4]	Increased circulating dehydroepiandrosterone concentration
HP_0034909	[1, 1, 1, 4, 3, 1]	Increased erythrocyte coproporphyrin concentration
HP_0034910	[1, 3, 4, 7, 4]	Increased erythrocyte uroproporphyrin concentration
HP_0034911	[1, 8, 7, 5, 2]	Decreased circulating apolipoprotein E concentration
HP_0034912	[1, 6, 7, 5, 3]	Elevated circulating apolipoprotein E concentration
HP_0034913	[0, 3, 3, 6, 6]	Acrosomal hypoplasia
HP_0034914	[0, 3, 0, 9, 3]	Oocyte maturation arrest
HP_0034915	[0, 7, 0, 3, 3, 1]	Abnormal anus morphology
HP_0034916	[1, 7, 0, 0, 5]	Abnormal anus physiology
HP_0034917	[0, 7, 3, 5, 4]	Weak anal sphincter tone
HP_0034918	[1, 8, 4, 0, 2, 0]	Reduced muscle 2,4-dienoyl-CoA reductase activity
HP_0034919	[1, 8, 4, 0, 5]	Reduced liver 2,4-dienoyl-CoA reductase activity
HP_0034920	[0, 5, 8, 7, 7, 1]	Nasal mucosa vasculitis
HP_0034921	[0, 4, 6, 2, 5, 1]	Pituitary blastoma
HP_0034922	[0, 7, 0, 5, 7, 2]	Peripheral axon spheroid formation
HP_0034923	[1, 6, 1, 2, 3]	Reduced liver carboxylesterase 1 activity
HP_0034924	[0, 5, 3, 4, 2, 0]	Abnormal dermis morphology
HP_0034925	[0, 5, 5, 4, 2, 1]	Perivascular dermis hyaline deposition
HP_0034926	[0, 7, 2, 1, 5]	Perivascular small intestinal hyaline deposition
HP_0034927	[0, 9, 5, 2, 8]	Large keratohyaline granules
HP_0034928	[1, 8, 4, 2, 5]	Decreased muscle lipoic acid content
HP_0034929	[1, 8, 5, 1, 1]	Reduced hepatic cystathionine gamma-lyase activity
HP_0034930	[0, 7, 4, 0, 3, 1]	Digestive system neoplasm
HP_0034931	[3, 3, 0, 0, 7]	Lumbar spondylosis
HP_0034932	[1, 8, 6, 2, 5]	Decreased circulating acid maltase activity
HP_0034934	[1, 9, 2, 0]	Abnormal circulating 7-dehydrocholesterol concentration
HP_0034935	[1, 9, 2, 7, 1]	Decreased circulating 7-dehydrocholesterol concentration
HP_0034936	[1, 3, 7, 2, 3]	Elevated circulating lathosterol concentration
HP_0034937	[1, 9, 2, 5, 1]	Elevated circulating desmosterol concentration
HP_0034938	[1, 3, 9, 9, 1]	Decreased circulating sialic acid concentration
HP_0034939	[3, 2, 1, 4, 0]	Purulent synovial fluid
HP_0034940	[0, 9, 5, 7, 5, 1]	Muscle fiber calsequestrin 1-containing inclusion bodies
HP_0034941	[0, 2, 3, 0, 7, 3]	Palatine myxoma
HP_0034942	[0, 2, 6, 2, 2]	Vaginal myxoma
HP_0034943	[0, 5, 3, 4, 2, 1]	Decreased dermal collagen
HP_0034944	[0, 0, 1, 0, 3, 2]	Irregularly shaped keratohyaline granules
HP_0034945	[0, 9, 6, 3, 5]	Tubular shadows
HP_0034946	[0, 6, 3, 0, 9, 2]	Multiple eyelid margin cysts
HP_0034947	[0, 4, 3, 6, 6, 1]	Altered location of the longitudinal column in the fibrous sheath
HP_0034948	[0, 3, 4, 0, 5, 0]	Uterine myxoma
HP_0034949	[0, 2, 1, 7, 1, 2]	Uterine cervix myxoma
HP_0034951	[0, 9, 1, 5, 2]	Osteochondromyxoma
HP_0034952	[0, 4, 4, 7, 8]	Gangliocytoma
HP_0034953	[0, 7, 7, 2, 1, 2]	Duodenal gastrinoma
HP_0034954	[0, 6, 3, 7, 8, 3]	Thymic carcinoid tumor
HP_0034955	[0, 9, 8, 5, 6]	Bone marrow eosinophilia
HP_0034957	[1, 8, 2, 2, 2]	Reduced hepatic glycogen debrancher enzyme activity
HP_0034958	[0, 3, 6, 4, 0, 3]	Asymmetrical insertion of the midpiece into the head
HP_0034959	[0, 3, 3, 3, 4]	Bent sperm neck
HP_0034960	[1, 3, 9, 5, 1]	Elevated urine 3,6-epoxydicarboxylic acid level
HP_0034961	[0, 3, 4, 2, 2, 1]	Gallbladder biliary sludging
HP_0034963	[0, 9, 3, 3, 5, 1]	Ureteral mass
HP_0034964	[0, 3, 6, 3, 1, 2]	Wide cavum septum pellucidum
HP_0034965	[0, 4, 0, 3, 5, 1]	Hypoplastic trochlear nerve
HP_0034966	[0, 6, 6, 3, 7, 1]	Thymic cyst
HP_0034967	[0, 3, 6, 4, 3, 3]	Uterine cyst
HP_0034968	[0, 9, 9, 3, 6]	Urinary bladder mass
HP_0034969	[0, 2, 5, 2, 8]	Endosteal scalloping
HP_0034970	[0, 5, 1, 7, 4]	Urinary bladder hamartoma
HP_0034971	[7, 0, 2, 2]	Peritoneal mass
HP_0034972	[0, 7, 6, 5, 8]	Fallopian tube mass
HP_0034973	[0, 4, 3, 5, 5, 1]	Aplasia of the pyramids of the medulla oblongata
HP_0034974	[0, 0, 7, 7, 6, 4]	Bathrocephaly
HP_0034975	[0, 4, 7, 0, 5, 2]	Occipital horn
HP_0034976	[0, 4, 6, 0, 5, 1]	Absent pituitary stalk
HP_0034977	[0, 3, 1, 5, 5]	Abnormal pituitary stalk morphology
HP_0034978	[0, 4, 6, 5, 4]	Interrupted pituitary stalk
HP_0034979	[0, 1, 5, 2, 2, 1]	Facial synkinesis
HP_0034980	[0, 0, 6, 8, 5, 5]	Synkinesis
